"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.74","48.94","CHEMAINUS","1011500","2010-01-18","2010","01","18","†","10.0","","6.5","","8.3","","9.7","","0.0","","15.8","","0.0","","15.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-19","2010","01","19","†","9.5","","5.5","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-20","2010","01","20","†","11.0","","6.5","","8.8","","9.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-21","2010","01","21","†","9.5","","5.0","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-22","2010","01","22","†","9.0","","3.5","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-23","2010","01","23","†","9.0","","2.5","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-24","2010","01","24","†","6.5","","4.5","","5.5","","12.5","","0.0","","23.7","","0.0","","23.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-25","2010","01","25","†","9.0","","5.0","","7.0","","11.0","","0.0","","4.9","","0.0","","4.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-26","2010","01","26","†","7.5","","4.5","","6.0","","12.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-27","2010","01","27","†","8.0","","5.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-28","2010","01","28","†","8.0","","5.0","","6.5","","11.5","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-29","2010","01","29","†","9.5","","5.5","","7.5","","10.5","","0.0","","2.7","","0.0","","2.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-30","2010","01","30","†","9.0","","6.5","","7.8","","10.2","","0.0","","5.5","","0.0","","5.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-01-31","2010","01","31","†","9.5","","6.5","","8.0","","10.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-01","2010","02","01","†","8.0","","5.5","","6.8","","11.2","","0.0","","9.8","","0.0","","9.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-02","2010","02","02","†","9.0","","5.5","","7.3","","10.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-03","2010","02","03","†","8.0","","5.0","","6.5","","11.5","","0.0","","3.7","","0.0","","3.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-04","2010","02","04","†","10.0","","6.0","","8.0","","10.0","","0.0","","4.5","","0.0","","4.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-05","2010","02","05","†","10.0","","6.5","","8.3","","9.7","","0.0","","1.7","","0.0","","1.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-06","2010","02","06","†","10.5","","5.0","","7.8","","10.2","","0.0","","0.7","","0.0","","0.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-07","2010","02","07","†","9.0","","6.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-08","2010","02","08","†","9.0","","4.5","","6.8","","11.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-09","2010","02","09","†","7.0","","3.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-10","2010","02","10","†","7.0","","2.5","","4.8","","13.2","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-11","2010","02","11","†","9.5","","5.0","","7.3","","10.7","","0.0","","22.9","","0.0","","22.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-12","2010","02","12","†","9.0","","6.5","","7.8","","10.2","","0.0","","8.7","","0.0","","8.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-13","2010","02","13","†","9.5","","6.5","","8.0","","10.0","","0.0","","22.9","","0.0","","22.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-14","2010","02","14","†","11.0","","6.5","","8.8","","9.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-15","2010","02","15","†","8.5","","3.5","","6.0","","12.0","","0.0","","16.2","","0.0","","16.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-16","2010","02","16","†","13.0","","6.5","","9.8","","8.2","","0.0","","3.5","","0.0","","3.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-17","2010","02","17","†","11.0","","2.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-18","2010","02","18","†","11.0","","1.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-19","2010","02","19","†","11.5","","1.5","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-20","2010","02","20","†","12.5","","1.5","","7.0","","11.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-21","2010","02","21","†","10.5","","1.5","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-22","2010","02","22","†","10.0","","0.0","","5.0","","13.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-23","2010","02","23","†","7.0","","3.0","","5.0","","13.0","","0.0","","11.7","","0.0","","11.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-24","2010","02","24","†","11.5","","5.0","","8.3","","9.7","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-25","2010","02","25","†","12.0","","4.5","","8.3","","9.7","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-26","2010","02","26","†","8.0","","6.0","","7.0","","11.0","","0.0","","37.1","","0.0","","37.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-27","2010","02","27","†","10.0","","7.0","","8.5","","9.5","","0.0","","3.7","","0.0","","3.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-02-28","2010","02","28","†","11.0","","5.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-01","2010","03","01","†","11.5","","6.0","","8.8","","9.2","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-02","2010","03","02","†","11.0","","7.0","","9.0","","9.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-03","2010","03","03","†","12.0","","4.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-04","2010","03","04","†","10.5","","3.0","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-05","2010","03","05","†","12.0","","4.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-06","2010","03","06","†","11.5","","1.5","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-07","2010","03","07","†","12.0","","3.0","","7.5","","10.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-08","2010","03","08","†","8.0","","0.5","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-09","2010","03","09","†","6.5","","-2.5","","2.0","","16.0","","0.0","","2.0","","0.0","","2.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-10","2010","03","10","†","10.0","","3.0","","6.5","","11.5","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-11","2010","03","11","†","11.5","","2.0","","6.8","","11.2","","0.0","","13.7","","0.0","","13.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-12","2010","03","12","†","10.0","","1.0","","5.5","","12.5","","0.0","","7.8","","2.0","","9.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-13","2010","03","13","†","10.5","","3.0","","6.8","","11.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-14","2010","03","14","†","8.0","","5.0","","6.5","","11.5","","0.0","","11.8","","0.0","","11.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-15","2010","03","15","†","10.5","","5.0","","7.8","","10.2","","0.0","","8.1","","0.0","","8.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-16","2010","03","16","†","12.0","","7.5","","9.8","","8.2","","0.0","","5.5","","0.0","","5.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-17","2010","03","17","†","11.5","","3.5","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-18","2010","03","18","†","10.0","","1.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-19","2010","03","19","†","12.5","","2.5","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-20","2010","03","20","†","14.5","","2.0","","8.3","","9.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-21","2010","03","21","†","14.5","","8.5","","11.5","","6.5","","0.0","","1.7","","0.0","","1.7","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-22","2010","03","22","†","12.0","","4.5","","8.3","","9.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-23","2010","03","23","†","12.0","","3.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-24","2010","03","24","†","14.0","","4.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-25","2010","03","25","†","12.0","","7.0","","9.5","","8.5","","0.0","","11.3","","0.0","","11.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-26","2010","03","26","†","14.5","","4.5","","9.5","","8.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-27","2010","03","27","†","13.5","","6.5","","10.0","","8.0","","0.0","","4.4","","0.0","","4.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-28","2010","03","28","†","12.0","","5.0","","8.5","","9.5","","0.0","","36.6","","0.0","","36.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-29","2010","03","29","†","8.0","","4.5","","6.3","","11.7","","0.0","","21.9","","0.0","","21.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-30","2010","03","30","†","9.5","","2.5","","6.0","","12.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-03-31","2010","03","31","†","10.0","","1.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-01","2010","04","01","†","11.0","","2.5","","6.8","","11.2","","0.0","","4.1","","0.0","","4.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-02","2010","04","02","†","7.5","","4.0","","5.8","","12.2","","0.0","","31.5","","0.0","","31.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-03","2010","04","03","†","9.0","","3.5","","6.3","","11.7","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-04","2010","04","04","†","12.5","","2.5","","7.5","","10.5","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-05","2010","04","05","†","10.5","","6.0","","8.3","","9.7","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-06","2010","04","06","†","12.5","","3.0","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-07","2010","04","07","†","10.5","","3.0","","6.8","","11.2","","0.0","","14.4","","0.0","","14.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-08","2010","04","08","†","10.5","","1.5","","6.0","","12.0","","0.0","","0.3","","0.0","","0.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-09","2010","04","09","†","9.5","","0.5","","5.0","","13.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-10","2010","04","10","†","11.5","","1.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-11","2010","04","11","†","14.0","","2.5","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-12","2010","04","12","†","16.0","","6.0","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-13","2010","04","13","†","14.5","","7.5","","11.0","","7.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-14","2010","04","14","†","14.5","","5.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-15","2010","04","15","†","15.5","","5.5","","10.5","","7.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-16","2010","04","16","†","16.0","","5.5","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-17","2010","04","17","†","14.5","","7.5","","11.0","","7.0","","0.0","","6.0","","0.0","","6.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-18","2010","04","18","†","16.5","","9.0","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-19","2010","04","19","†","20.0","","9.5","","14.8","","3.2","","0.0","","9.1","","0.0","","9.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-20","2010","04","20","†","12.5","","9.5","","11.0","","7.0","","0.0","","4.9","","0.0","","4.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-21","2010","04","21","†","13.5","","7.5","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-22","2010","04","22","†","14.5","","5.5","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-23","2010","04","23","†","12.0","","4.0","","8.0","","10.0","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-24","2010","04","24","†","14.5","","3.5","","9.0","","9.0","","0.0","","1.3","","0.0","","1.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-25","2010","04","25","†","13.0","","5.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-26","2010","04","26","†","14.5","","8.5","","11.5","","6.5","","0.0","","11.1","","0.0","","11.1","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-27","2010","04","27","†","14.5","","7.5","","11.0","","7.0","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-28","2010","04","28","†","13.5","","6.0","","9.8","","8.2","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-29","2010","04","29","†","14.5","","5.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-04-30","2010","04","30","†","14.5","","6.5","","10.5","","7.5","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-01","2010","05","01","†","13.5","","5.0","","9.3","","8.7","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-02","2010","05","02","†","12.5","","6.5","","9.5","","8.5","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-03","2010","05","03","†","13.5","","5.5","","9.5","","8.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-04","2010","05","04","†","11.5","","2.5","","7.0","","11.0","","0.0","","2.6","","0.0","","2.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-05","2010","05","05","†","14.5","","1.5","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-06","2010","05","06","†","12.5","","4.5","","8.5","","9.5","","0.0","","0.5","","0.0","","0.5","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-07","2010","05","07","†","16.0","","4.5","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-08","2010","05","08","†","18.0","","5.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-09","2010","05","09","†","17.5","","6.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-10","2010","05","10","†","17.5","","9.0","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-11","2010","05","11","†","18.5","","7.5","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-12","2010","05","12","†","16.5","","7.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-13","2010","05","13","†","19.5","","7.0","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-14","2010","05","14","†","20.5","","10.0","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-15","2010","05","15","†","21.0","","10.0","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-16","2010","05","16","†","19.5","","11.0","","15.3","","2.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-17","2010","05","17","†","21.5","","10.5","","16.0","","2.0","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-18","2010","05","18","†","17.5","","11.5","","14.5","","3.5","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-19","2010","05","19","†","17.5","","10.0","","13.8","","4.2","","0.0","","8.4","","0.0","","8.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-20","2010","05","20","†","14.0","","6.5","","10.3","","7.7","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-21","2010","05","21","†","13.5","","7.0","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-22","2010","05","22","†","14.0","","5.5","","9.8","","8.2","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-23","2010","05","23","†","16.0","","7.5","","11.8","","6.2","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-24","2010","05","24","†","16.5","","7.0","","11.8","","6.2","","0.0","","0.9","","0.0","","0.9","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-25","2010","05","25","†","15.5","","9.0","","12.3","","5.7","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-26","2010","05","26","†","13.0","","10.5","","11.8","","6.2","","0.0","","8.3","","0.0","","8.3","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-27","2010","05","27","†","18.0","","10.5","","14.3","","3.7","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-28","2010","05","28","†","14.5","","12.0","","13.3","","4.7","","0.0","","15.2","","0.0","","15.2","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-29","2010","05","29","†","14.0","","11.0","","12.5","","5.5","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-30","2010","05","30","†","14.0","","7.5","","10.8","","7.2","","0.0","","12.0","","0.0","","12.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-05-31","2010","05","31","†","17.5","","10.5","","14.0","","4.0","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-01","2010","06","01","†","17.0","","9.0","","13.0","","5.0","","0.0","","8.6","","0.0","","8.6","","0","","","","",""
"-123.74","48.94","CHEMAINUS","1011500","2010-06-02","2010","06","02","†","19.5","","11.5","","15.5","","2.5","","0.0","","9.4","","0.0","","9.4","","0","","","","",""
